time,flux
1659,5.53
1660,1.41
1661,-7.94
1662,-3.62
1663,2.53
1664,-2.48
1665,7.8
1666,-10.09
1667,6.5
1668,-5.81
1669,-4.49
1670,-15.42
1671,-7.71
1672,-20.21
1673,-15.65
1674,-16.44
1675,-6.43
1676,9.06
1677,4.9
1678,-10.14
1679,-15.96
1680,-27.57
1681,-34.58
1682,-15.24
1683,-14.13
1684,-8.62
1685,-16.92
1686,-14.19
1687,-16.87
1688,-15.59
1689,-6.07
1690,-12.35
1691,-3.38
1692,-3.15
1693,-8.33
1694,-8.01
1695,-3.16
1696,-0.33
1697,13.97
1698,4.5
1699,-0.08
1700,28.65
1701,28.65
1702,19.66
1703,16.15
1704,14.35
1705,-2.85
1706,0.5
1707,18.2
1708,17.61
1709,7.99
1710,10.11
1711,-10.49
1712,-120.96
1713,-74.79
1714,-42.37
1715,-36.75
1716,-61.09
1717,-50.21
1718,-37.4
1719,-43.49
1720,-23.02
1721,-29.89
1722,-22.25
1723,-28.52
1724,1.37
1725,1.37
1726,5.68
1727,1.46
1728,1.56
1729,7.15
1730,7.0
1731,-0.47
1732,19.24
1733,-5.78
1734,0.6
1735,0.98
1736,-11.18
1737,0.39
1738,-9.41
1739,6.29
1740,9.59
1741,15.21
1742,4.47
1743,3.36
1744,24.47
1745,6.62
1746,21.28
1747,25.67
1748,13.21
1749,16.5
1750,15.76
1751,12.62
1752,8.02
1753,9.83
1754,5.59
1755,10.38
1756,9.08
1757,28.13
1758,35.35
1759,16.37
1760,16.53
1761,27.66
1762,17.57
1763,25.11
1764,29.09
1765,32.11
1766,27.91
1767,36.53
1768,15.4
1769,24.65
1770,22.07
1771,38.86
1772,14.54
1773,17.13
1774,-6.45
1775,-30.73
1776,13.99
1777,4.06
1778,-8.88
1779,-13.6
1780,-11.35
1781,-26.07
1782,-25.29
1783,-9.9
1784,-9.9
1785,-1.93
1786,-20.72
1787,-24.51
1788,-61.45
1789,-21.08
1790,-22.46
1791,-24.19
1792,-35.02
1793,-37.29
1794,-29.86
1795,-8.05
1796,-35.3
1797,-23.32
1798,-24.6
1799,-27.07
1800,-24.24
1801,-25.56
1802,-36.77
1803,-16.52
1804,-28.17
1805,-43.46
1806,-19.94
1807,-31.44
1808,-26.54
1809,-17.01
1810,-30.62
1811,29.19
1812,-36.94
1813,-24.93
1814,-18.46
1815,-33.92
1816,-26.37
1817,-16.15
1818,-14.69
1819,-23.36
1820,-19.81
1821,-19.81
1822,-19.81
1823,-10.45
1824,-10.3
1825,-10.3
1826,-13.95
1827,-14.47
1828,-12.33
1829,-21.51
1830,-19.44
1831,-23.56
1832,-23.54
1833,-21.14
1834,-25.01
1835,-39.49
1836,-51.33
1837,-27.98
1838,-37.05
1839,-38.4
1840,-29.61
1841,-34.46
1842,-34.61
1843,-42.39
1844,-51.03
1845,-48.05
1846,-26.61
1847,-25.75
1848,-35.93
1849,-28.9
1850,-6.12
1851,-19.72
1852,-19.21
1853,-1.74
1854,-7.86
1855,-12.46
1856,12.0
1857,12.0
1858,16.73
1859,8.19
1860,15.49
1861,20.97
1862,13.44
1863,8.09
1864,0.6
1865,19.0
1866,-5.96
1867,2.5
1868,0.64
1869,-7.38
1870,0.27
1871,-8.34
1872,-12.59
1873,-10.92
1874,-18.11
1875,-18.54
1876,-21.84
1877,-31.17
1878,-25.37
1879,-25.26
1880,-29.32
1881,-15.5
1882,-17.95
1883,-18.95
1884,-15.85
1885,-19.62
1886,-17.15
1887,-29.75
1888,-24.29
1889,-13.72
1890,-25.01
1891,-17.75
1892,-17.23
1893,-28.41
1894,-27.28
1895,-9.91
1896,-26.38
1897,-0.43
1898,-20.26
1899,-8.96
1900,-1.16
1901,0.35
1902,18.27
1903,9.02
1904,-2.81
1905,14.28
1906,18.23
1907,22.55
1908,35.84
1909,42.45
1910,36.85
1911,55.17
1912,56.23
1913,32.65
1914,28.86
1915,36.28
1916,-35.93
1917,-35.93
1918,-51.3
1919,-79.57
1920,-59.51
1921,-68.32
1922,-45.49
1923,-26.52
1924,-36.02
1925,-24.3
1926,-41.63
1927,-32.41
1928,-30.9
1929,-28.09
1930,-32.6
1931,-32.1
1932,-25.03
1933,-31.58
1934,-26.31
1935,-25.85
1936,-24.24
1937,-31.84
1938,-4.61
1939,-13.08
1940,-10.82
1941,-22.27
1942,-0.93
1943,2.62
1944,6.57
1945,5.39
1946,8.08
1947,12.37
1948,-4.0
1949,26.69
1950,29.81
1951,30.41
1952,-12.78
1953,-12.78
1954,-12.0
1955,-7.47
1956,-15.12
1957,-17.83
1958,-16.87
1959,-5.43
1960,-7.56
1961,-5.81
1962,-16.17
1963,-24.33
1964,-5.54
1965,-27.45
1966,-48.15
1967,-31.02
1968,-32.46
1969,-19.89
1970,-32.08
1971,-20.72
1972,-37.0
1973,-30.54
1974,-39.84
1975,-49.71
1976,-18.37
1977,-26.7
1978,-38.37
1979,-23.29
1980,-22.54
1981,-23.55
1982,-33.35
1983,-46.03
1984,-35.61
1985,-16.46
1986,-9.05
1987,-6.66
1988,-7.76
1989,-18.58
1990,-13.2
1991,-10.58
1992,-4.76
1993,-28.7
1994,5.58
1995,-8.63
1996,-12.37
1997,-5.35
1998,4.25
1999,-1.69
2000,-4.02
2001,11.08
2002,6.7
2003,17.54
2004,23.35
2005,24.86
2006,28.44
2007,25.04
2008,45.57
2009,45.15
2010,41.66
2011,47.06
2012,0.89
2013,0.89
2014,7.84
2015,11.37
2016,15.48
2017,7.77
2018,5.57
2019,9.06
2020,7.54
2021,4.73
2022,4.6
2023,-1.32
2024,-3.32
2025,12.12
2026,-2.75
2027,2.83
2028,-24.69
2029,-30.6
2030,-15.23
2031,-12.21
2032,-20.0
2033,-36.44
2034,-35.53
2035,-35.45
2036,-46.42
2037,-36.0
2038,-43.34
2039,-41.65
2040,-44.27
2041,-48.25
2042,-44.59
2043,-41.6
2044,-21.49
2045,-27.36
2046,-38.63
2047,-34.48
2048,-23.38
2049,-33.7
2050,-30.15
2051,-34.52
2052,-50.01
2053,-67.77
2054,-37.71
2055,-7.62
2056,-20.83
2057,-1.96
2058,12.05
2059,7.04
2060,-13.84
2061,-4.72
2062,6.88
2063,7.93
2064,0.08
2065,0.76
2066,7.02
2067,3.15
2068,-17.29
2069,-8.59
2070,-32.39
2071,-24.41
2072,-12.21
2073,-12.37
2074,-30.18
2075,-43.41
2076,-44.49
2077,-33.96
2078,-50.53
2079,-20.94
2080,-24.82
2081,-39.24
2082,-21.5
2083,-31.38
2084,-12.11
2085,-35.44
2086,-1.6
2087,-12.51
2088,-10.39
2089,-10.86
2090,-1.92
2091,-8.62
2092,0.07
2093,10.41
2094,8.29
2095,0.1
2096,18.56
2097,10.8
2098,33.63
2099,23.08
2100,38.75
2101,69.72
2102,74.98
2103,82.28
2104,89.04
2105,105.52
2106,105.52
2107,-18.57
2108,-18.57
2109,-18.57
2110,-12.94
2111,-17.7
2112,-10.6
2113,-18.9
2114,-21.02
2115,-26.3
2116,-31.61
2117,-29.55
2118,-21.67
2119,-33.97
2120,-41.56
2121,-40.47
2122,-52.71
2123,-45.28
2124,-15.64
2125,-18.02
2126,-37.16
2127,-23.99
2128,-27.51
2129,-18.3
2130,-18.81
2131,-25.31
2132,-43.65
2133,-35.02
2134,-5.66
2135,-31.79
2136,-25.0
2137,-28.06
2138,-23.52
2139,-20.32
2140,-25.91
2141,-27.55
2142,-28.59
2143,-31.62
2144,-22.68
2145,-13.2
2146,-7.15
2147,-23.36
2148,-4.24
2149,-11.27
2150,-9.09
2151,-7.02
2152,-16.9
2153,-9.01
2154,-12.75
2155,-13.03
2156,-4.59
2157,-32.46
2158,-3.85
2159,-24.03
2160,-27.78
2161,-29.34
2162,-33.31
2163,-22.2
2164,-21.55
2165,-24.23
2166,-26.24
2167,-19.44
2168,-35.19
2169,-34.43
2170,-51.09
2171,152.31
2172,-57.28
2173,-37.75
2174,-34.96
2175,-33.28
2176,-43.19
2177,-41.25
2178,-30.97
2179,-38.79
2180,-39.06
2181,-35.81
2182,-52.11
2183,-58.92
2184,-42.41
2185,-39.23
2186,-35.47
2187,-41.59
2188,-37.43
2189,-26.65
2190,-17.98
2191,-71.66
2192,-56.03
2193,-17.66
2194,-9.83
2195,-0.98
2196,-2.08
2197,-4.47
2198,-7.67
2199,-9.44
2200,-7.34
2201,6.38
2202,9.97
2203,13.51
2204,-4.62
2205,-4.62
2206,5.5
2207,-4.95
2208,-4.26
2209,15.75
2210,9.01
2211,-2.5
2212,18.38
2213,14.01
2214,5.94
2215,16.27
2216,20.86
2217,23.73
2218,29.75
2219,29.25
2220,19.43
2221,10.96
2222,-1.99
2223,7.56
2224,26.85
2225,-9.81
2226,66.04
2227,-3.63
2228,-21.3
2229,-21.3
2230,-24.4
2231,-22.0
2232,-32.41
2233,-26.06
2234,-46.02
2235,-36.78
2236,-26.43
2237,-4.67
2238,-37.15
2239,-18.99
2240,-20.25
2241,-32.57
2242,-16.42
2243,-14.21
2244,-10.31
2245,-10.71
2246,16.54
2247,8.56
2248,12.35
2249,6.62
2250,2.78
2251,3.42
2252,-7.04
2253,-3.21
2254,-21.52
2255,-24.64
2256,-23.47
2257,-22.49
2258,-28.15
2259,-31.91
2260,-58.25
2261,-92.62
2262,-77.59
2263,-69.67
2264,-29.31
2265,-29.31
2266,-28.58
2267,-17.39
2268,-14.99
2269,-18.97
2270,11.13
2271,-6.07
2272,16.51
2273,19.3
2274,12.27
2275,9.42
2276,-22.87
2277,-4.12
2278,-6.77
2279,-16.06
2280,-3.44
2281,-33.54
2282,-30.83
2283,-42.72
2284,-48.03
2285,-61.91
2286,-71.36
2287,-76.96
2288,8.34
2289,8.34
2290,-2.38
2291,-7.9
2292,-0.51
2293,7.2
2294,10.74
2295,20.51
2296,1.64
2297,-10.4
2298,-15.99
2299,-36.05
2300,6.79
2301,6.79
2302,0.97
2303,3.78
2304,0.57
2305,-11.58
2306,-16.85
2307,-27.73
2308,-33.42
2309,-28.93
2310,-31.63
2311,-44.35
2312,-24.93
2313,-24.93
2314,-23.65
2315,-13.49
2316,-8.02
2317,-3.1
2318,2.45
2319,-1.06
2320,0.2
2321,-12.02
2322,-35.09
2323,-59.21
2324,0.56
2325,0.56
2326,-13.06
2327,-26.71
2328,-33.37
2329,-27.16
2330,-38.16
2331,-21.77
2332,20.03
2333,10.22
2334,-7.83
2335,-19.97
2336,-9.1
2337,-13.24
2338,-15.94
2339,-10.99
2340,-28.91
2341,-35.86
2342,-47.84
2343,-47.58
2344,-45.89
2345,-56.61
2346,-73.68
2347,-110.11
2348,-0.75
2349,-0.75
2350,-3.71
2351,-3.63
2352,-19.71
2353,-16.75
2354,-40.23
2355,-44.96
2356,-65.67
2357,-78.92
2358,-81.4
2359,-144.36
2360,1.45
2361,1.45
2362,2.6
2363,-34.15
2364,-36.97
2365,-38.6
2366,-33.67
2367,-60.52
2368,-71.06
2369,-62.98
2370,-93.49
2371,-93.53
2372,-13.18
2373,-13.18
2374,-24.75
2375,-26.71
2376,-42.3
2377,-32.48
2378,-48.86
2379,-59.47
2380,-83.6
2381,-122.46
2382,-108.32
2383,-166.46
2384,40.24
2385,40.24
2386,31.64
2387,21.74
2388,1.49
2389,-20.99
2390,-33.53
2391,-17.15
2392,10.33
2393,10.72
2394,-9.04
2395,-10.99
2396,-0.89
2397,-0.89
2398,12.71
2399,-6.44
2400,-13.21
2401,15.22
2402,23.46
2403,29.29
2404,10.03
2405,3.14
2406,-8.42
2407,15.67
2408,28.31
2409,28.31
2410,32.38
2411,17.71
2412,-1.91
2413,-0.25
2414,11.16
2415,10.69
2416,9.99
2417,17.11
2418,26.91
2419,22.37
2420,5.25
2421,-7.44
2422,-10.39
2423,-9.82
2424,-17.11
2425,-33.06
2426,-39.81
2427,-51.56
2428,-56.21
2429,-54.83
2430,-70.69
2431,-69.08
2432,20.94
2433,20.94
2434,8.89
2435,2.75
2436,-6.39
2437,-23.38
2438,-28.16
2439,-6.35
2440,-14.46
2441,-33.23
2442,-47.85
2443,-28.94
2444,9.16
2445,9.16
2446,1.89
2447,3.83
2448,2.08
2449,41.32
2450,-9.84
2451,-4.07
2452,-10.35
2453,-12.43
2454,-2.48
2455,-26.73
2456,-18.14
2457,-18.14
2458,-2.82
2459,-5.04
2460,-5.16
2461,14.39
2462,18.45
2463,14.04
2464,-0.79
2465,-7.31
2466,-2.86
2467,-10.52
2468,35.03
2469,35.03
2470,-5.13
2471,-12.83
2472,-6.31
2473,25.54
2474,43.28
2475,37.12
2476,14.63
2477,16.43
2478,6.54
2479,2.36
2480,48.96
2481,48.96
2482,54.85
2483,37.76
2484,24.44
2485,8.09
2486,4.14
2487,17.36
2488,-4.66
2489,-23.09
2490,-35.7
2491,-56.1
2492,22.06
2493,22.06
2494,22.15
2495,10.61
2496,1.24
2497,-4.17
2498,-9.77
2499,-9.83
2500,-18.88
2501,-7.44
2502,-4.72
2503,-10.76
2504,30.89
2505,30.89
2506,20.53
2507,-5.78
2508,-8.68
2509,-13.43
2510,7.19
2511,21.12
2512,13.34
2513,16.53
2514,15.6
2515,-7.61
2516,-7.75
2517,-7.75
2518,-14.9
2519,-24.51
2520,14.78
2521,-5.58
2522,-1.9
2523,-12.59
2524,-29.92
2525,-41.02
2526,-49.12
2527,-43.48
2528,33.21
2529,33.21
2530,27.99
2531,30.19
2532,8.82
2533,-2.42
2534,0.2
2535,13.09
2536,34.12
2537,3.38
2538,-22.03
2539,-22.16
2540,41.7
2541,41.7
2542,18.27
2543,3.16
2544,10.01
2545,18.01
2546,6.21
2547,-8.68
2548,-5.94
2549,-19.86
2550,-35.27
2551,-37.88
2552,-0.29
2553,-0.29
2554,4.44
2555,-16.34
2556,-6.3
2557,-9.61
2558,-18.14
2559,-19.16
2560,-17.55
2561,-42.32
2562,-46.97
2563,-73.55
2564,13.06
2565,13.06
2566,3.16
2567,2.41
2568,-1.37
2569,-20.3
2570,4.17
2571,-3.54
2572,-24.47
2573,0.05
2574,-21.78
2575,-27.48
2576,-6.55
2577,-6.55
2578,-25.18
2579,-0.12
2580,23.26
2581,-1.19
2582,-10.37
2583,-24.36
2584,-25.16
2585,-19.81
2586,-60.97
2587,-73.56
2588,-7.5
2589,-7.5
2590,6.21
2591,6.96
2592,-7.6
2593,-5.05
2594,13.7
2595,-18.68
2596,-2.97
2597,-15.64
2598,-16.23
2599,-9.38
2600,18.04
2601,18.04
2602,8.63
2603,5.92
2604,9.26
2605,-2.65
2606,3.33
2607,-20.22
2608,-17.6
2609,-22.87
2610,19.01
2611,39.23
2612,19.91
2613,19.91
2614,19.91
2615,19.91
2616,19.91
2617,19.91
2618,17.52
2619,26.71
2620,10.79
2621,15.42
2622,18.85
2623,16.58
2624,9.96
2625,9.61
2626,-3.01
2627,5.14
2628,-3.76
2629,-24.02
2630,-17.07
2631,-24.44
2632,4.27
2633,-10.39
2634,-2.98
2635,-0.84
2636,1.39
2637,1.39
2638,14.76
2639,21.33
2640,20.85
2641,7.8
2642,-11.57
2643,-19.81
2644,-17.25
2645,-26.26
2646,-8.93
2647,13.78
2648,1.13
2649,1.13
2650,1.03
2651,-1.02
2652,-2.44
2653,-37.01
2654,12.24
2655,4.63
2656,-13.17
2657,-27.21
2658,-9.54
2659,-5.31
2660,14.54
2661,14.54
2662,27.94
2663,24.66
2664,17.88
2665,1.79
2666,1.62
2667,11.06
2668,34.04
2669,36.0
2670,13.02
2671,20.97
2672,14.38
2673,14.38
2674,8.52
2675,-8.23
2676,4.49
2677,7.6
2678,-13.93
2679,-16.05
2680,-12.37
2681,-23.34
2682,-3.78
2683,-61.95
2684,134.39
2685,134.39
2686,134.39
2687,134.39
2688,106.42
2689,76.09
2690,54.89
2691,38.47
2692,13.99
2693,5.8
2694,-7.28
2695,-12.59
2696,-5.09
2697,1.89
2698,6.32
2699,6.98
2700,-13.95
2701,-12.95
2702,-31.27
2703,-18.81
2704,-24.25
2705,-32.58
2706,-18.92
2707,-3.64
2708,62.39
2709,62.39
2710,41.12
2711,22.06
2712,-5.74
2713,6.79
2714,5.65
2715,30.01
2716,22.1
2717,9.97
2718,13.04
2719,-7.09
2720,24.46
2721,24.46
2722,26.34
2723,15.96
2724,-4.92
2725,-9.6
2726,-17.46
2727,-3.33
2728,18.39
2729,11.22
2730,9.98
2731,10.64
2732,64.84
2733,64.84
2734,33.99
2735,120.21
2736,44.07
2737,29.72
2738,40.65
2739,37.24
2740,10.81
2741,-11.44
2742,-13.66
2743,-5.73
2744,38.75
2745,38.75
2746,1.75
2747,-39.37
2748,-40.69
2749,-10.87
2750,-5.25
2751,27.14
2752,-3.74
2753,-15.38
2754,-22.88
2755,-33.66
2756,7.57
2757,7.57
2758,8.61
2759,-0.77
2760,2.13
2761,3.96
2762,-7.6
2763,-9.53
2764,-28.3
2765,-36.85
2766,-18.24
2767,23.56
2768,91.01
2769,91.01
2770,74.08
2771,46.2
2772,11.08
2773,-1.56
2774,20.0
2775,11.3
2776,10.77
2777,-12.31
2778,-11.17
2779,-5.95
2780,6.51
2781,6.51
2782,10.16
2783,3.05
2784,0.86
2785,-17.4
2786,-11.06
2787,-28.16
2788,-27.49
2789,3.24
2790,7.56
2791,85.08
2792,45.91
2793,45.91
2794,17.8
2795,6.67
2796,21.57
2797,25.02
2798,19.73
2799,25.7
2800,20.3
2801,10.3
2802,1.09
2803,-15.99
2804,106.6
2805,106.6
2806,106.6
2807,80.88
2808,49.69
2809,23.63
2810,19.37
2811,6.3
2812,15.45
2813,18.18
2814,14.69
2815,-23.59
2816,-34.69
2817,-51.14
2818,-28.95
2819,-18.79
2820,0.6
2821,25.92
2822,9.48
2823,-14.53
2824,-8.8
2825,-21.18
2826,-27.61
2827,-21.75
2828,2.07
2829,2.07
2830,-3.44
2831,-3.63
2832,-0.67
2833,-23.38
2834,-20.16
2835,-43.21
2836,-40.02
2837,-10.87
2838,7.0
2839,13.16
2840,120.46
2841,120.46
2842,69.09
2843,50.65
2844,19.01
2845,21.36
2846,0.83
2847,23.91
2848,-0.97
2849,-3.01
2850,-29.98
2851,-46.36
2852,102.82
2853,102.82
2854,48.34
2855,18.22
2856,6.17
2857,10.1
2858,12.59
2859,3.05
2860,-6.64
2861,-23.26
2862,-49.14
2863,-47.58
2864,-6.26
2865,-6.26
2866,19.59
2867,29.16
2868,17.85
2869,17.02
2870,-8.38
2871,-7.87
2872,5.66
2873,12.88
2874,13.66
2875,11.85
2876,16.88
2877,16.88
2878,25.34
2879,9.08
2880,-14.38
2881,-1.14
2882,-5.0
2883,-31.07
2884,-34.31
2885,-37.95
2886,-49.53
2887,-39.45
2888,23.44
2889,23.44
2890,-9.78
2891,-12.88
2892,9.76
2893,-1.84
2894,13.73
2895,-2.95
2896,-16.12
2897,-23.83
2898,-19.54
2899,-32.32
2900,40.3
2901,40.3
2902,6.36
2903,11.41
2904,6.27
2905,5.47
2906,5.83
2907,-19.51
2908,-4.98
2909,-19.75
2910,-33.43
2911,-4.01
2912,59.36
2913,59.36
2914,59.01
2915,15.12
2916,4.22
2917,16.33
2918,18.12
2919,25.9
2920,0.22
2921,3.41
2922,-4.16
2923,-20.53
2924,-6.85
2925,-6.85
2926,-9.78
2927,-20.24
2928,-5.41
2929,31.59
2930,23.23
2931,18.52
2932,4.42
2933,-1.29
2934,18.13
2935,-11.65
2936,18.3
2937,18.3
2938,15.41
2939,20.38
2940,-15.29
2941,-20.45
2942,-29.58
2943,-11.66
2944,1.03
2945,20.13
2946,7.7
2947,-14.36
2948,-26.69
2949,-26.69
2950,-17.67
2951,-8.55
2952,13.77
2953,13.72
2954,11.66
2955,-42.27
2956,-18.86
2957,-2.94
2958,27.45
2959,32.91
2960,4.23
2961,4.23
2962,-5.31
2963,7.92
2964,-0.48
2965,-19.95
2966,-24.18
2967,2.79
2968,13.82
2969,1.79
2970,5.21
2971,-4.43
2972,137.52
2973,137.52
2974,94.88
2975,74.94
2976,43.55
2977,8.65
2978,5.39
2979,9.69
2980,77.89
2981,12.77
2982,6.3
2983,-15.28
2984,2.52
2985,2.52
2986,11.29
2987,-18.79
2988,36.32
2989,-40.28
2990,-22.46
2991,-13.42
2992,11.2
2993,36.49
2994,23.6
2995,35.77
2996,82.93
2997,82.93
2998,66.47
2999,56.1
3000,39.15
3001,21.34
3002,23.3
3003,31.94
3004,28.73
3005,28.59
3006,8.59
3007,10.03
3008,109.93
3009,109.93
3010,109.93
3011,73.12
3012,62.96
3013,26.3
3014,21.87
3015,10.74
3016,-9.85
3017,0.46
3018,1.17
3019,-13.73
3020,-18.38
3021,-23.46
3022,-33.09
3023,-28.18
3024,-18.54
3025,-41.4
3026,-9.79
3027,25.54
3028,16.98
3029,51.17
3030,17.42
3031,3.78
3032,0.0
3033,0.0
3034,2.83
3035,-0.84
3036,-2.22
3037,-3.38
3038,-19.68
3039,-30.04
3040,-16.11
3041,-13.9
3042,26.78
3043,30.11
3044,-1.82
3045,-1.82
3046,-4.21
3047,14.53
3048,31.28
3049,22.17
3050,26.98
3051,17.89
3052,12.1
3053,24.37
3054,61.8
3055,66.72
3056,47.39
3057,47.39
3058,47.39
3059,35.64
3060,36.95
3061,44.68
3062,53.83
3063,10.71
3064,-4.16
3065,-1.78
3066,21.06
3067,43.47
3068,6.5
3069,6.5
3070,-10.48
3071,-19.73
3072,-28.12
3073,-7.76
3074,1.58
3075,4.2
3076,21.21
3077,26.0
3078,33.85
3079,26.85
3080,3.75
3081,3.75
3082,10.12
3083,9.2
3084,-0.6
3085,-7.51
3086,-54.63
3087,-26.68
3088,-28.44
3089,-27.39
3090,2.25
3091,7.18
3092,1.73
3093,1.73
3094,-14.85
3095,-25.97
3096,-16.29
3097,-9.44
3098,2.79
3099,-28.58
3100,-1.0
3101,21.35
3102,31.07
3103,35.47
3104,9.07
3105,9.07
3106,31.07
3107,29.13
3108,9.94
3109,-1.5
3110,-4.9
3111,-4.05
3112,10.61
3113,40.17
3114,31.96
3115,39.8
3116,12.74
3117,12.74
3118,7.93
3119,-3.02
3120,1.4
3121,-5.71
3122,-10.49
3123,3.49
3124,15.95
3125,25.08
3126,60.99
3127,55.6
3128,175.75
3129,175.75
3130,45.7
3131,41.35
3132,36.29
3133,33.86
3134,25.21
3135,31.62
3136,17.75
3137,10.76
3138,-5.19
3139,-1.68
3140,71.35
3141,71.35
3142,42.28
3143,15.28
3144,17.69
3145,9.23
3146,2.08
3147,14.7
3148,-11.44
3149,-21.86
3150,-16.38
3151,-7.24
3152,22.69
3153,22.69
3154,7.1
3155,3.45
3156,6.49
3157,-2.55
3158,12.26
3159,-7.06
3160,-23.53
3161,2.54
3162,30.21
3163,38.87
3164,-22.86
3165,-22.86
3166,-4.37
3167,2.27
3168,-16.27
3169,-30.84
3170,-7.21
3171,-4.27
3172,13.6
3173,15.62
3174,31.96
3175,49.89
3176,86.93
3177,86.93
3178,42.99
3179,48.76
3180,22.82
3181,32.79
3182,30.76
3183,14.55
3184,10.92
3185,22.68
3186,5.91
3187,14.52
3188,19.29
3189,14.44
3190,-1.62
3191,13.33
3192,45.5
3193,31.93
3194,35.78
3195,269.43
3196,57.72
